,movie_title,closeness
687,Wrong Turn,0.22383822036987783
688,Rise of the Guardians,0.2238345255337806
689,North Country,0.22381592819209203
690,The Black Stallion,0.22372577419132358
691,Soldier,0.22370089562826986
692,Million Dollar Baby,0.2236500300513336
693,Red Riding Hood,0.22363229483806768
694,Shutter Island,0.2236295852915965
695,The Rainmaker,0.22361800813849222
696,Idle Hands,0.22360187402086842
697,The Departed,0.22358647887046407
698,Patriot Games,0.2235782270698473
699,Old Dogs,0.22347218527386117
700,Ready to Rumble,0.22346664301971553
701,The Musketeer,0.2234401633610201
702,The Tailor of Panama,0.22342944833633852
703,The Tempest,0.2234179943444374
704,The Sting,0.22337759746977623
705,Stir of Echoes,0.22337722798616652
706,The Last Castle,0.2233731636664596
707,Pineapple Express,0.22336429605982686
708,The Blues Brothers,0.2233518567782999
709,Monster's Ball,0.2233465608465609
710,Jay and Silent Bob Strike Back,0.2233341215650339
711,The Possession,0.2233291951169046
712,Gremlins,0.2233133073216871
713,The Princess Diaries 2: Royal Engagement,0.22328756663021107
714,The Rocker,0.2232730336082292
715,Hidalgo,0.22326342703437682
716,Mao's Last Dancer,0.22325948587587308
717,The Haunting,0.22321773422797625
718,Osmosis Jones,0.22311871262057487
719,Lawrence of Arabia,0.22310270166415416
720,Shin Godzilla,0.2230842274836688
721,The Words,0.2230754830382392
722,Pompeii,0.2230699407840936
723,The Big Bounce,0.22304444641502377
724,The Whole Ten Yards,0.22299665986816827
725,Things to Do in Denver When You're Dead,0.22299050180800645
726,Sweet November,0.22298003310573156
727,He's Just Not That Into You,0.22296328318209135
728,Jurassic Park III,0.22292929068999823
729,The Young and Prodigious T.S. Spivet,0.22284307784773333
